,mean_fit_time,mean_score_time,mean_test_score,param_colsample_bytree,param_learning_rate,param_max_bin,param_max_depth,param_min_child_samples,param_min_child_weight,param_n_estimators,param_num_leaves,param_reg_alpha,param_reg_lambda,param_scale_pos_weight,param_subsample,param_subsample_for_bin,param_subsample_freq,params,rank_test_score,split0_test_score,split1_test_score,split2_test_score,std_fit_time,std_score_time,std_test_score
0,0.43358596165974933,0.032665650049845375,0.5,0.4160029192647807,0.28539836866041823,940,18,136,4,68,76,5.497557739289786e-07,0.05936070635912049,0.060830282487222144,0.13556548021189216,171234,6,"{'colsample_bytree': 0.4160029192647807, 'learning_rate': 0.28539836866041823, 'max_bin': 940, 'max_depth': 18, 'min_child_samples': 136, 'min_child_weight': 4, 'n_estimators': 68, 'num_leaves': 76, 'reg_alpha': 5.497557739289786e-07, 'reg_lambda': 0.05936070635912049, 'scale_pos_weight': 0.060830282487222144, 'subsample': 0.13556548021189216, 'subsample_for_bin': 171234, 'subsample_freq': 6}",1,0.5,0.5,0.5,0.03085231188867366,0.006357543465053832,0.0
1,0.38761313756306964,0.01986543337504069,0.5,0.8390144719977516,0.5842928269761146,373,48,174,1,57,40,0.0005266983003701547,276.5424475574225,0.3016410771843142,0.9923710598637134,406716,4,"{'colsample_bytree': 0.8390144719977516, 'learning_rate': 0.5842928269761146, 'max_bin': 373, 'max_depth': 48, 'min_child_samples': 174, 'min_child_weight': 1, 'n_estimators': 57, 'num_leaves': 40, 'reg_alpha': 0.0005266983003701547, 'reg_lambda': 276.5424475574225, 'scale_pos_weight': 0.3016410771843142, 'subsample': 0.9923710598637134, 'subsample_for_bin': 406716, 'subsample_freq': 4}",1,0.5,0.5,0.5,0.024280539513454748,0.003337689998999885,0.0
2,0.4233720302581787,0.034337917963663735,0.5857293839481581,0.4503841871781403,0.6877728743793542,194,23,42,5,58,77,0.00010376808625045426,476.96194787286544,1.3165669602830552,0.387658500562527,179142,5,"{'colsample_bytree': 0.4503841871781403, 'learning_rate': 0.6877728743793542, 'max_bin': 194, 'max_depth': 23, 'min_child_samples': 42, 'min_child_weight': 5, 'n_estimators': 58, 'num_leaves': 77, 'reg_alpha': 0.00010376808625045426, 'reg_lambda': 476.96194787286544, 'scale_pos_weight': 1.3165669602830552, 'subsample': 0.387658500562527, 'subsample_for_bin': 179142, 'subsample_freq': 5}",1,0.5,0.7571907237517118,0.5,0.010609526831981296,0.008550590339778725,0.1212405667764897
3,0.40558401743570965,0.01960102717081706,0.5,0.8142720284737898,0.022066991249460103,638,41,107,1,88,88,0.1611980387486336,4.3806965488564525e-05,0.0009365503147654213,0.8391548832503206,344173,0,"{'colsample_bytree': 0.8142720284737898, 'learning_rate': 0.022066991249460103, 'max_bin': 638, 'max_depth': 41, 'min_child_samples': 107, 'min_child_weight': 1, 'n_estimators': 88, 'num_leaves': 88, 'reg_alpha': 0.1611980387486336, 'reg_lambda': 4.3806965488564525e-05, 'scale_pos_weight': 0.0009365503147654213, 'subsample': 0.8391548832503206, 'subsample_for_bin': 344173, 'subsample_freq': 0}",1,0.5,0.5,0.5,0.020571559417284637,0.003525618887218386,0.0
4,0.4384167989095052,0.021846612294514973,0.5,0.8015579071911014,0.07517239253342656,574,37,181,7,71,67,1.5057560255472018e-06,0.08186810622382998,0.029004593634154585,0.8835665823899177,202222,3,"{'colsample_bytree': 0.8015579071911014, 'learning_rate': 0.07517239253342656, 'max_bin': 574, 'max_depth': 37, 'min_child_samples': 181, 'min_child_weight': 7, 'n_estimators': 71, 'num_leaves': 67, 'reg_alpha': 1.5057560255472018e-06, 'reg_lambda': 0.08186810622382998, 'scale_pos_weight': 0.029004593634154585, 'subsample': 0.8835665823899177, 'subsample_for_bin': 202222, 'subsample_freq': 3}",1,0.5,0.5,0.5,0.04377111549067155,0.0021880761092205017,0.0
5,0.49285395940144855,0.03549528121948242,0.9218885660027664,0.7366877378057127,0.7563790218678241,247,12,161,4,73,57,0.011683028450342707,0.0048879464985534336,0.13267482411031659,0.5689543694097536,108942,5,"{'colsample_bytree': 0.7366877378057127, 'learning_rate': 0.7563790218678241, 'max_bin': 247, 'max_depth': 12, 'min_child_samples': 161, 'min_child_weight': 4, 'n_estimators': 73, 'num_leaves': 57, 'reg_alpha': 0.011683028450342707, 'reg_lambda': 0.0048879464985534336, 'scale_pos_weight': 0.13267482411031659, 'subsample': 0.5689543694097536, 'subsample_for_bin': 108942, 'subsample_freq': 5}",1,0.9483506072631167,0.8960819678113153,0.9212323290646908,0.023719434652498782,0.0066481220869547535,0.02134368076253769
6,1.332671324412028,0.41730713844299316,0.9182987774781108,0.6209085649172932,0.35540927532494104,423,44,121,6,82,46,0.004026635957416632,0.040887904512512056,109.72255122430063,0.6612742297240571,344698,3,"{'colsample_bytree': 0.6209085649172932, 'learning_rate': 0.35540927532494104, 'max_bin': 423, 'max_depth': 44, 'min_child_samples': 121, 'min_child_weight': 6, 'n_estimators': 82, 'num_leaves': 46, 'reg_alpha': 0.004026635957416632, 'reg_lambda': 0.040887904512512056, 'scale_pos_weight': 109.72255122430063, 'subsample': 0.6612742297240571, 'subsample_for_bin': 344698, 'subsample_freq': 3}",1,0.9438216375147683,0.9089407527292553,0.9021331764968511,0.06049942614236447,0.03228925476228499,0.018260387053867653
7,0.3911290963490804,0.020168860753377277,0.5,0.5479690370134094,0.6918603669668356,547,42,69,1,79,9,2.9618722230360503e-06,8.153638964242,0.0015718563651880596,0.577028860872224,376134,1,"{'colsample_bytree': 0.5479690370134094, 'learning_rate': 0.6918603669668356, 'max_bin': 547, 'max_depth': 42, 'min_child_samples': 69, 'min_child_weight': 1, 'n_estimators': 79, 'num_leaves': 9, 'reg_alpha': 2.9618722230360503e-06, 'reg_lambda': 8.153638964242, 'scale_pos_weight': 0.0015718563651880596, 'subsample': 0.577028860872224, 'subsample_for_bin': 376134, 'subsample_freq': 1}",1,0.5,0.5,0.5,0.02590462652815817,0.0031975028576030195,0.0
8,0.7045327027638754,0.15273467699686685,0.9122824038757549,0.955923206446829,0.2519085390684862,884,23,80,2,50,41,0.00022356829889037284,1.2908532337409298e-07,4.73588486119117,0.4499578015509351,149866,2,"{'colsample_bytree': 0.955923206446829, 'learning_rate': 0.2519085390684862, 'max_bin': 884, 'max_depth': 23, 'min_child_samples': 80, 'min_child_weight': 2, 'n_estimators': 50, 'num_leaves': 41, 'reg_alpha': 0.00022356829889037284, 'reg_lambda': 1.2908532337409298e-07, 'scale_pos_weight': 4.73588486119117, 'subsample': 0.4499578015509351, 'subsample_for_bin': 149866, 'subsample_freq': 2}",1,0.9398660051276129,0.8922386869523781,0.9047416920309609,0.08539539593077591,0.017687752278393084,0.020161668352132206
9,0.24188772837320963,0.021210273106892902,0.5,0.013594004182195795,0.43217539671382244,767,15,118,3,66,21,0.11080071157037095,5.745523087821567,3.573713830065675,0.029649078936835577,194589,7,"{'colsample_bytree': 0.013594004182195795, 'learning_rate': 0.43217539671382244, 'max_bin': 767, 'max_depth': 15, 'min_child_samples': 118, 'min_child_weight': 3, 'n_estimators': 66, 'num_leaves': 21, 'reg_alpha': 0.11080071157037095, 'reg_lambda': 5.745523087821567, 'scale_pos_weight': 3.573713830065675, 'subsample': 0.029649078936835577, 'subsample_for_bin': 194589, 'subsample_freq': 7}",1,0.5,0.5,0.5,0.02533976139447645,0.003464434081497395,0.0
